symbol,signal_date,score,setup_type,entry_price,rsi,adx,stop_loss,target,reasons,outcome,exit_price,exit_date,days_held,return_pct,pointer_uptrend_sma50,pointer_rsi_momentum,pointer_macd_crossover,pointer_volume_spike,pointer_breakout_proximity,pointer_adx_strong_trend,pointer_sma_cross,pointer_pullback_sma50
INFY.NS,2021-06-28,3,momentum,1368.99,84.6,52.19662792095829,1334.67,1437.64,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1342.7781982421875,2021-07-19,15,-1.91,True,False,False,False,True,True,False,False
INFY.NS,2021-06-29,3,momentum,1361.37,80.3,54.04320914339952,1328.15,1427.82,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1350.0511474609375,2021-07-20,15,-0.83,True,False,False,False,True,True,False,False
INFY.NS,2021-06-30,3,momentum,1376.83,82.3,55.94724055576223,1343.37,1443.76,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1343.37,2021-07-12,8,-2.43,True,False,False,False,True,True,False,False
INFY.NS,2021-07-01,2,momentum,1359.07,73.3,56.65564527295898,1325.97,1425.26,Uptrend (above rising SMA50); ADX greater than 25,timeout,1385.23828125,2021-07-23,15,1.93,True,False,False,False,False,True,False,False
INFY.NS,2021-07-02,3,momentum,1365.51,74.4,56.13371423872619,1332.27,1431.99,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,timeout,1396.9527587890625,2021-07-26,15,2.3,True,False,False,False,True,True,False,False
INFY.NS,2021-07-05,3,momentum,1375.22,76.0,55.98792910126322,1342.12,1441.43,Uptrend (above rising SMA50); Near 20-day high; ADX greater than 25,stop_loss_hit,1342.12,2021-07-12,5,-2.41,True,False,False,False,True,True,False,False
INFY.NS,2021-07-06,2,momentum,1360.63,69.1,55.579465349574605,1327.13,1427.64,Uptrend (above rising SMA50); ADX greater than 25,timeout,1398.4334716796875,2021-07-28,15,2.78,True,False,False,False,False,True,False,False
INFY.NS,2021-07-07,2,momentum,1362.72,69.5,54.37501139494749,1329.2,1429.77,Uptrend (above rising SMA50); ADX greater than 25,timeout,1408.362548828125,2021-07-29,15,3.35,True,False,False,False,False,True,False,False
INFY.NS,2021-07-08,2,momentum,1359.37,67.9,53.40934373907053,1325.72,1426.67,Uptrend (above rising SMA50); ADX greater than 25,timeout,1402.701416015625,2021-07-30,15,3.19,True,False,False,False,False,True,False,False
INFY.NS,2021-07-09,2,momentum,1361.24,68.3,52.51180521603829,1328.23,1427.27,Uptrend (above rising SMA50); ADX greater than 25,timeout,1421.0352783203125,2021-08-02,15,4.39,True,False,False,False,False,True,False,False
INFY.NS,2021-07-12,3,momentum,1348.13,61.9,50.53438060988777,1313.35,1417.7,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1417.7,2021-08-02,14,5.16,True,True,False,False,False,True,False,False
INFY.NS,2021-07-13,3,momentum,1345.61,60.7,48.69670910229934,1311.43,1413.97,Uptrend (above rising SMA50); RSI in healthy zone; ADX greater than 25,target_hit,1413.97,2021-08-02,13,5.08,True,True,False,False,False,True,False,False
